"id_D";"montant";"id_paiement"
"20190173";"480";"3"
"20190173";"100";"4"
"20190174";"510";"1"
"20190174";"203.3";"2"
"20190174";"1130";"3"
"20190174";"0";"4"
"20190175";"230";"1"
"20190175";"316.05";"2"
"20190175";"770";"3"
"20190175";"0";"4"
"20190177";"550";"1"
"20190177";"82.72";"2"
"20190177";"360";"3"
"20190177";"190";"4"
"20190178";"0";"1"
"20190178";"317.52";"2"
"20190178";"1040";"3"
"20190178";"50";"4"
"20190179";"160";"1"
"20190179";"234.73";"2"
"20190179";"1260";"3"
"20190179";"50";"4"
"20190180";"90";"1"
"20190180";"304.02";"2"
"20190180";"920";"3"
"20190180";"140";"4"
"20190181";"140";"1"
"20190181";"203.3";"2"
"20190181";"890";"3"
"20190181";"0";"4"
"20190182";"90";"1"
"20190182";"203.3";"2"
"20190182";"810";"3"
"20190182";"140";"4"
"20190183";"300";"1"
"20190183";"70";"2"
"20190183";"280.38";"3"
"20190183";"600";"4"
"20190184";"450";"1"
"20190184";"111.35";"2"
"20190184";"980";"3"
"20190184";"190";"4"
"20190185";"320";"1"
"20190185";"222.7";"2"
"20190185";"790";"3"
"20190185";"90";"4"
"20190186";"100";"1"
"20190186";"203.3";"2"
"20190186";"570";"3"
"20190186";"130";"4"
"20190187";"200";"1"
"20190187";"199.42";"2"
"20190187";"730";"3"
"20190187";"90";"4"
"20190188";"0";"1"
"20190188";"50";"2"
"20190188";"192.67";"3"
"20190188";"310";"4"
"20190189";"190";"1"
"20190189";"192.67";"2"
"20190189";"1070";"3"
"20190189";"150";"4"
"20190196";"370";"1"
"20190196";"192.67";"2"
"20190196";"1030";"3"
"20190196";"100";"4"
"20190197";"200";"1"
"20190197";"316.05";"2"
"20190197";"690";"3"
"20190197";"0";"4"
"20190198";"290";"1"
"20190198";"317.66";"2"
"20190198";"530";"3"
"20190198";"280";"4"
"20190199";"190";"1"
"20190199";"162.64";"2"
"20190199";"1320";"3"
"20190199";"330";"4"
"20190200";"370";"1"
"20190200";"0";"2"
"20190200";"810";"3"
"20190200";"120";"4"
"20190201";"290";"1"
"20190201";"40.66";"2"
"20190201";"780";"3"
"20190201";"0";"4"
"20190202";"290";"1"
"20190202";"40.66";"2"
"20190202";"560";"3"
"20190202";"170";"4"
"20190203";"440";"1"
"20190203";"309.01";"2"
"20190203";"580";"3"
"20190203";"170";"4"
"20190204";"370";"1"
"20190204";"276.79";"2"
"20190204";"790";"3"
"20190204";"250";"4"
"20190205";"390";"1"
"20190205";"248.16";"2"
"20190205";"430";"3"
"20190205";"50";"4"
"20190206";"290";"1"
"20190206";"203.3";"2"
"20190206";"1300";"3"
"20190206";"50";"4"
"20190207";"300";"1"
"20190207";"81.32";"2"
"20190207";"510";"3"
"20190207";"50";"4"
"20200002";"320";"1"
"20200002";"233.33";"2"
"20200002";"780";"3"
"20200002";"50";"4"
"20200003";"390";"1"
"20200003";"272.23";"2"
"20200003";"890";"3"
"20200003";"190";"4"
"20200004";"370";"1"
"20200004";"374.71";"2"
"20200004";"1280";"3"
"20200004";"140";"4"
"20200005";"270";"1"
"20200005";"81.32";"2"
"20200005";"910";"3"
"20200005";"100";"4"
"20200006";"70";"1"
"20200006";"158.76";"2"
"20200006";"710";"3"
"20200006";"70";"4"
"20200007";"510";"1"
"20200007";"109.59";"2"
"20200007";"1330";"3"
"20200007";"260";"4"
"20200008";"230";"1"
"20200008";"121.98";"2"
"20200008";"1180";"3"
"20200008";"140";"4"
"20200009";"200";"1"
"20200009";"286.96";"2"
"20200009";"320";"3"
"20200009";"170";"4"
"20200010";"180";"1"
"20200010";"81.32";"2"
"20200010";"950";"3"
"20200010";"140";"4"
"20200011";"220";"1"
"20200011";"275.82";"2"
"20200011";"580";"3"
"20200011";"0";"4"
"20200014";"380";"1"
"20200014";"284.2";"2"
"20200014";"1100";"3"
"20200014";"200";"4"
"20200015";"200";"1"
"20200015";"263.36";"2"
"20200015";"460";"3"
"20200015";"100";"4"
"20200016";"390";"1"
"20200016";"194.5";"2"
"20200016";"490";"3"
"20200016";"100";"4"
"20200017";"190";"1"
"20200017";"314.65";"2"
"20200017";"1050";"3"
"20200017";"150";"4"
"20200018";"240";"1"
"20200018";"294.79";"2"
"20200018";"740";"3"
"20200018";"50";"4"
"20200019";"100";"1"
"20200019";"82.72";"2"
"20200019";"640";"3"
"20200019";"220";"4"
"20200020";"100";"1"
"20200020";"240";"2"
"20200020";"470";"3"
"20200020";"0";"4"
"20200021";"240";"1"
"20200021";"80";"2"
"20200021";"550";"3"
"20200021";"170";"4"
"20200022";"380";"1"
"20200022";"272.23";"2"
"20200022";"1060";"3"
"20200022";"70";"4"
"20200023";"140";"1"
"20200023";"252.73";"2"
"20200023";"1160";"3"
"20200023";"0";"4"
"20200024";"100";"1"
"20200024";"284.62";"2"
"20200024";"1550";"3"
"20200024";"0";"4"
"20200025";"270";"1"
"20200025";"162.64";"2"
"20200025";"660";"3"
"20200025";"100";"4"
"20200026";"170";"1"
"20200026";"194.5";"2"
"20200026";"750";"3"
"20200026";"120";"4"
"20200027";"240";"1"
"20200027";"162.64";"2"
"20200027";"1430";"3"
"20200027";"240";"4"
"20200028";"180";"1"
"20200028";"233.33";"2"
"20200028";"840";"3"
"20200028";"160";"4"
"20200029";"100";"1"
"20200029";"150.25";"2"
"20200029";"840";"3"
"20200029";"140";"4"
"20200030";"150";"1"
"20200030";"111.35";"2"
"20200030";"630";"3"
"20200030";"50";"4"
"20200031";"140";"1"
"20200031";"221.92";"2"
"20200031";"540";"3"
"20200031";"0";"4"
"20200032";"150";"1"
"20200032";"355.05";"2"
"20200032";"1090";"3"
"20200032";"115";"4"
"20200033";"210";"1"
"20200033";"263.36";"2"
"20200033";"960";"3"
"20200033";"50";"4"
"20200034";"230";"1"
"20200034";"81.32";"2"
"20200034";"1290";"3"
"20200034";"200";"4"
"20200035";"310";"1"
"20200035";"121.98";"2"
"20200035";"510";"3"
"20200035";"0";"4"
"20200036";"150";"1"
"20200036";"77.8";"2"
"20200036";"770";"3"
"20200036";"80";"4"
"20200037";"340";"1"
"20200037";"152.01";"2"
"20200037";"1160";"3"
"20200037";"380";"4"
"20200038";"280";"1"
"20200038";"206.1";"2"
"20200038";"890";"3"
"20200038";"0";"4"
"20200039";"240";"1"
"20200039";"484.14";"2"
"20200039";"690";"3"
"20200039";"140";"4"
"20200040";"100";"1"
"20200040";"181.88";"2"
"20200040";"520";"3"
"20200040";"0";"4"
"20200041";"260";"1"
"20200041";"272.29";"2"
"20200041";"780";"3"
"20200041";"70";"4"
"20200042";"240";"1"
"20200042";"162.64";"2"
"20200042";"1460";"3"
"20200042";"190";"4"
"20200043";"160";"1"
"20200043";"192.67";"2"
"20200043";"990";"3"
"20200043";"190";"4"
"20200044";"260";"1"
"20200044";"302.26";"2"
"20200044";"1300";"3"
"20200044";"190";"4"
"20200045";"240";"1"
"20200045";"201.54";"2"
"20200045";"1300";"3"
"20200045";"100";"4"
"20200046";"270";"1"
"20200046";"235.16";"2"
"20200046";"340";"3"
"20200046";"50";"4"
"20200047";"510";"1"
"20200047";"233.33";"2"
"20200047";"850";"3"
"20200047";"140";"4"
"20200048";"250";"1"
"20200048";"269.55";"2"
"20200048";"770";"3"
"20200048";"0";"4"
"20200049";"140";"1"
"20200049";"121.98";"2"
"20200049";"720";"3"
"20200049";"0";"4"
"20200050";"150";"1"
"20200050";"162.64";"2"
"20200050";"710";"3"
"20200050";"70";"4"
"20200051";"50";"1"
"20200051";"217.86";"2"
"20200051";"860";"3"
"20200051";"50";"4"
"20200052";"0";"1"
"20200052";"233.33";"2"
"20200052";"970";"3"
"20200052";"90";"4"
"20200053";"280";"1"
"20200053";"323.42";"2"
"20200053";"620";"3"
"20200053";"120";"4"
"20200054";"190";"1"
"20200054";"70.66";"2"
"20200054";"720";"3"
"20200054";"100";"4"
"20200059";"50";"1"
"20200059";"80";"2"
"20200059";"150";"3"
"20200059";"0";"4"
"20200060";"50";"1"
"20200060";"0";"2"
"20200060";"150";"3"
"20200060";"0";"4"
"20200065";"0";"1"
"20200065";"0";"2"
"20200065";"350";"3"
"20200065";"50";"4"
"20200068";"0";"1"
"20200068";"0";"2"
"20200068";"600";"3"
"20200068";"0";"4"
"20200071";"0";"1"
"20200071";"81.32";"2"
"20200071";"370";"3"
"20200071";"50";"4"
"20200072";"50";"1"
"20200072";"38.9";"2"
"20200072";"200";"3"
"20200072";"50";"4"
"20200073";"0";"1"
"20200073";"81.32";"2"
"20200073";"540";"3"
"20200073";"150";"4"
"20200074";"90";"1"
"20200074";"0";"2"
"20200074";"400";"3"
"20200074";"0";"4"
"20200075";"150";"1"
"20200075";"81.32";"2"
"20200075";"480";"3"
"20200075";"50";"4"
"20200076";"90";"1"
"20200076";"81.32";"2"
"20200076";"540";"3"
"20200076";"0";"4"
"20200078";"0";"1"
"20200078";"131.32";"2"
"20200078";"350";"3"
"20200078";"50";"4"
"20200079";"140";"1"
"20200079";"40";"2"
"20200079";"310";"3"
"20200079";"0";"4"
"20200080";"0";"1"
"20200080";"40.66";"2"
"20200080";"730";"3"
"20200080";"0";"4"
"20200081";"120";"1"
"20200081";"121.98";"2"
"20200081";"500";"3"
"20200081";"0";"4"
"20200082";"0";"1"
"20200082";"155.6";"2"
"20200082";"0";"3"
"20200082";"50";"4"
"20200083";"140";"1"
"20200083";"81.32";"2"
"20200083";"920";"3"
"20200083";"90";"4"
"20200085";"0";"1"
"20200085";"121.98";"2"
"20200085";"480";"3"
"20200085";"160";"4"
"20200086";"0";"1"
"20200086";"70.69";"2"
"20200086";"440";"3"
"20200086";"100";"4"
"20200087";"50";"1"
"20200087";"79.56";"2"
"20200087";"340";"3"
"20200087";"0";"4"
"20200088";"230";"1"
"20200088";"121.98";"2"
"20200088";"1080";"3"
"20200088";"150";"4"
"20200090";"0";"1"
"20200090";"42.06";"2"
"20200090";"1320";"3"
"20200090";"100";"4"
"20200091";"0";"1"
"20200091";"40.66";"2"
"20200091";"1180";"3"
"20200091";"120";"4"
"20200092";"100";"1"
"20200092";"118.46";"2"
"20200092";"690";"3"
"20200092";"100";"4"
"20200093";"190";"1"
"20200093";"81.32";"2"
"20200093";"1430";"3"
"20200093";"150";"4"
"20200094";"0";"1"
"20200094";"222.67";"2"
"20200094";"820";"3"
"20200094";"240";"4"
"20200095";"100";"1"
"20200095";"344.65";"2"
"20200095";"1160";"3"
"20200095";"50";"4"
"20200096";"140";"1"
"20200096";"121.98";"2"
"20200096";"1390";"3"
"20200096";"90";"4"
"20200097";"0";"1"
"20200097";"79.56";"2"
"20200097";"500";"3"
"20200097";"100";"4"
"20200099";"190";"1"
"20200099";"81.32";"2"
"20200099";"920";"3"
"20200099";"90";"4"
"20200100";"240";"1"
"20200100";"121.98";"2"
"20200100";"1600";"3"
"20200100";"170";"4"
"20200101";"0";"1"
"20200101";"344.68";"2"
"20200101";"1160";"3"
"20200101";"50";"4"
"20200102";"260";"1"
"20200102";"226.68";"2"
"20200102";"510";"3"
"20200102";"50";"4"
"20200103";"260";"1"
"20200103";"304.02";"2"
"20200103";"1270";"3"
"20200103";"50";"4"
"20200104";"0";"1"
"20200104";"192.67";"2"
"20200104";"1130";"3"
"20200104";"0";"4"
"20200106";"250";"1"
"20200106";"162.64";"2"
"20200106";"660";"3"
"20200106";"50";"4"
"20200107";"100";"1"
"20200107";"119.86";"2"
"20200107";"790";"3"
"20200107";"0";"4"
"20200108";"150";"1"
"20200108";"397.37";"2"
"20200108";"1150";"3"
"20200108";"50";"4"
"20200109";"100";"1"
"20200109";"192.67";"2"
"20200109";"1030";"3"
"20200109";"0";"4"
"20200110";"150";"1"
"20200110";"81.32";"2"
"20200110";"1070";"3"
"20200110";"50";"4"
"20200111";"90";"1"
"20200111";"162.64";"2"
"20200111";"820";"3"
"20200111";"100";"4"
"20200112";"170";"1"
"20200112";"235.16";"2"
"20200112";"790";"3"
"20200112";"100";"4"
"20200113";"180";"1"
"20200113";"314.65";"2"
"20200113";"910";"3"
"20200113";"140";"4"
"20200114";"180";"1"
"20200114";"334.05";"2"
"20200114";"850";"3"
"20200114";"100";"4"
"20200115";"0";"1"
"20200115";"120.22";"2"
"20200115";"1050";"3"
"20200115";"0";"4"
"20200116";"140";"1"
"20200116";"245.36";"2"
"20200116";"610";"3"
"20200116";"50";"4"
"20200117";"50";"1"
"20200117";"226.29";"2"
"20200117";"600";"3"
"20200117";"150";"4"
"20200118";"320";"1"
"20200118";"81.32";"2"
"20200118";"1230";"3"
"20200118";"100";"4"
"20200119";"360";"1"
"20200119";"152.01";"2"
"20200119";"900";"3"
"20200119";"150";"4"
"20200120";"220";"1"
"20200120";"233.33";"2"
"20200120";"1520";"3"
"20200120";"90";"4"
"20200121";"90";"1"
"20200121";"233.33";"2"
"20200121";"800";"3"
"20200121";"50";"4"
"20200122";"0";"1"
"20200122";"233.4";"2"
"20200122";"780";"3"
"20200122";"0";"4"
"20200123";"100";"1"
"20200123";"281.1";"2"
"20200123";"1230";"3"
"20200123";"80";"4"
"20200124";"230";"1"
"20200124";"192.67";"2"
"20200124";"710";"3"
"20200124";"240";"4"
"20200125";"50";"1"
"20200125";"162.64";"2"
"20200125";"810";"3"
"20200125";"50";"4"
"20200126";"200";"1"
"20200126";"123.38";"2"
"20200126";"500";"3"
"20200126";"0";"4"
"20200127";"150";"1"
"20200127";"118.46";"2"
"20200127";"630";"3"
"20200127";"220";"4"
"20200128";"190";"1"
"20200128";"263.36";"2"
"20200128";"1590";"3"
"20200128";"90";"4"
"20200129";"180";"1"
"20200129";"111.35";"2"
"20200129";"1150";"3"
"20200129";"190";"4"
"20200130";"330";"1"
"20200130";"232.97";"2"
"20200130";"1380";"3"
"20200130";"50";"4"
"20200131";"50";"1"
"20200131";"204.7";"2"
"20200131";"770";"3"
"20200131";"100";"4"
"20200132";"100";"1"
"20200132";"197.66";"2"
"20200132";"610";"3"
"20200132";"100";"4"
"20200133";"100";"1"
"20200133";"386.74";"2"
"20200133";"1290";"3"
"20200133";"90";"4"
"20200134";"180";"1"
"20200134";"123.38";"2"
"20200134";"660";"3"
"20200134";"140";"4"
"20200137";"0";"1"
"20200137";"155.6";"2"
"20200137";"850";"3"
"20200137";"0";"4"
"20200138";"280";"1"
"20200138";"342.92";"2"
"20200138";"910";"3"
"20200138";"230";"4"
"20200139";"50";"1"
"20200139";"182.01";"2"
"20200139";"760";"3"
"20200139";"100";"4"
"20200140";"100";"1"
"20200140";"152.01";"2"
"20200140";"1200";"3"
"20200140";"240";"4"
"20200141";"150";"1"
"20200141";"81.32";"2"
"20200141";"580";"3"
"20200141";"200";"4"
"20200142";"390";"1"
"20200142";"119.86";"2"
"20200142";"270";"3"
"20200142";"200";"4"
"20200143";"180";"1"
"20200143";"152.01";"2"
"20200143";"1020";"3"
"20200143";"230";"4"
"20200144";"140";"1"
"20200144";"61.66";"2"
"20200144";"1110";"3"
"20200144";"140";"4"
"20200145";"190";"1"
"20200145";"312.89";"2"
"20200145";"1210";"3"
"20200145";"190";"4"
"20200146";"140";"1"
"20200146";"233.33";"2"
"20200146";"930";"3"
"20200146";"150";"4"
"20200147";"190";"1"
"20200147";"166.84";"2"
"20200147";"690";"3"
"20200147";"80";"4"
"20200148";"150";"1"
"20200148";"192.67";"2"
"20200148";"1370";"3"
"20200148";"50";"4"
"20200149";"90";"1"
"20200149";"81.32";"2"
"20200149";"620";"3"
"20200149";"50";"4"
"20200150";"220";"1"
"20200150";"273.99";"2"
"20200150";"720";"3"
"20200150";"200";"4"
"20200151";"0";"1"
"20200151";"141.38";"2"
"20200151";"1220";"3"
"20200151";"240";"4"
"20200152";"50";"1"
"20200152";"123.38";"2"
"20200152";"450";"3"
"20200152";"100";"4"
"20200153";"320";"1"
"20200153";"164.04";"2"
"20200153";"1030";"3"
"20200153";"50";"4"
"20200154";"140";"1"
"20200154";"111.35";"2"
"20200154";"450";"3"
"20200154";"50";"4"
"20200165";"140";"1"
"20200165";"363.99";"2"
"20200165";"940";"3"
"20200165";"130";"4"
"20200166";"240";"1"
"20200166";"81.32";"2"
"20200166";"1000";"3"
"20200166";"250";"4"
"20200167";"50";"1"
"20200167";"154.81";"2"
"20200167";"520";"3"
"20200167";"0";"4"
"20200168";"250";"1"
"20200168";"353.42";"2"
"20200168";"807.93";"3"
"20200168";"50";"4"
"20200169";"160";"1"
"20200169";"81.32";"2"
"20200169";"810";"3"
"20200169";"50";"4"
"20200170";"360";"1"
"20200170";"160.88";"2"
"20200170";"720";"3"
"20200170";"250";"4"
"20200171";"280";"1"
"20200171";"81.32";"2"
"20200171";"520";"3"
"20200171";"40";"4"
"20200172";"150";"1"
"20200172";"165.08";"2"
"20200172";"600";"3"
"20200172";"0";"4"
"20200173";"299.31";"1"
"20200173";"152.01";"2"
"20200173";"1020";"3"
"20200173";"0";"4"
"20200174";"410";"1"
"20200174";"182.04";"2"
"20200174";"460";"3"
"20200174";"0";"4"
"20200175";"240";"1"
"20200175";"178.49";"2"
"20200175";"400";"3"
"20200175";"0";"4"
"20200176";"0";"1"
"20200176";"148.49";"2"
"20200176";"660";"3"
"20200176";"0";"4"
"20200177";"190";"1"
"20200177";"38.9";"2"
"20200177";"730";"3"
"20200177";"0";"4"
"20200178";"240";"1"
"20200178";"158.11";"2"
"20200178";"850";"3"
"20200178";"210";"4"
"20200179";"90";"1"
"20200179";"98.9";"2"
"20200179";"910";"3"
"20200179";"0";"4"
"20200180";"170";"1"
"20200180";"181";"2"
"20200180";"960";"3"
"20200180";"50";"4"
"20200181";"190";"1"
"20200181";"0";"2"
"20200181";"680";"3"
"20200181";"70";"4"
"20200182";"200";"1"
"20200182";"116.7";"2"
"20200182";"420";"3"
"20200182";"70";"4"
"20200183";"370";"1"
"20200183";"80.31";"2"
"20200183";"950";"3"
"20200183";"50";"4"
"20200185";"100";"1"
"20200185";"185.6";"2"
"20200185";"600";"3"
"20200185";"50";"4"
"20200186";"240";"1"
"20200186";"155.6";"2"
"20200186";"540";"3"
"20200186";"100";"4"
"20200187";"289.31";"1"
"20200187";"151";"2"
"20200187";"750";"3"
"20200187";"320";"4"
"20200188";"0";"1"
"20200188";"272.29";"2"
"20200188";"1350";"3"
"20200188";"180";"4"
"20200189";"50";"1"
"20200189";"178.49";"2"
"20200189";"420";"3"
"20200189";"270";"4"
"20200190";"170";"1"
"20200190";"303.19";"2"
"20200190";"428.84";"3"
"20200190";"0";"4"
"20200191";"320";"1"
"20200191";"80.31";"2"
"20200191";"810";"3"
"20200191";"190";"4"
"20200192";"19.31";"1"
"20200192";"151";"2"
"20200192";"850";"3"
"20200192";"90";"4"
"20200193";"0";"1"
"20200193";"0";"2"
"20200193";"570";"3"
"20200193";"150";"4"
"20200194";"50";"1"
"20200194";"194.5";"2"
"20200194";"530";"3"
"20200194";"0";"4"
"20200195";"300";"1"
"20200195";"0";"2"
"20200195";"360";"3"
"20200195";"120";"4"
"20200196";"150";"1"
"20200196";"219.9";"2"
"20200196";"930";"3"
"20200196";"270";"4"
"20200197";"230";"1"
"20200197";"267.7";"2"
"20200197";"560";"3"
"20200197";"140";"4"
"20200198";"240";"1"
"20200198";"141.38";"2"
"20200198";"1050";"3"
"20200198";"0";"4"
"20200199";"0";"1"
"20200199";"70.69";"2"
"20200199";"630";"3"
"20200199";"140";"4"
"20200200";"0";"1"
"20200200";"0";"2"
"20200200";"900";"3"
"20200200";"50";"4"
"20200201";"170";"1"
"20200201";"38.9";"2"
"20200201";"1150";"3"
"20200201";"120";"4"
"20200202";"90";"1"
"20200202";"280.97";"2"
"20200202";"650";"3"
"20200202";"50";"4"
"20200203";"240";"1"
"20200203";"227.01";"2"
"20200203";"1160";"3"
"20200203";"150";"4"
"20200204";"120";"1"
"20200204";"187.39";"2"
"20200204";"860";"3"
"20200204";"50";"4"
"20200208";"140";"1"
"20200208";"116.7";"2"
"20200208";"740";"3"
"20200208";"200";"4"
"20200209";"140";"1"
"20200209";"219.18";"2"
"20200209";"1029.31";"3"
"20200209";"50";"4"
"20200210";"240";"1"
"20200210";"181.47";"2"
"20200210";"540";"3"
"20200210";"18.84";"4"
"20200211";"119.31";"1"
"20200211";"258.08";"2"
"20200211";"830";"3"
"20200211";"100";"4"
"20200212";"190";"1"
"20200212";"68.9";"2"
"20200212";"1120";"3"
"20200212";"140";"4"
"20200213";"50";"1"
"20200213";"158.11";"2"
"20200213";"310";"3"
"20200213";"90";"4"
"20200214";"100";"1"
"20200214";"180.28";"2"
"20200214";"750";"3"
"20200214";"50";"4"
"20200215";"50";"1"
"20200215";"155.6";"2"
"20200215";"270";"3"
"20200215";"50";"4"
"20200217";"240";"1"
"20200217";"190.62";"2"
"20200217";"800";"3"
"20200217";"0";"4"
"20200218";"210";"1"
"20200218";"468.36";"2"
"20200218";"840";"3"
"20200218";"150";"4"
"20200219";"50";"1"
"20200219";"155.6";"2"
"20200219";"750";"3"
"20200219";"70";"4"
"20200221";"360";"1"
"20200221";"189.9";"2"
"20200221";"1319.31";"3"
"20200221";"50";"4"
"20200222";"220";"1"
"20200222";"187.39";"2"
"20200222";"980";"3"
"20200222";"50";"4"
"20200223";"190";"1"
"20200223";"0";"2"
"20200223";"670";"3"
"20200223";"0";"4"
"20200224";"240";"1"
"20200224";"258.08";"2"
"20200224";"870";"3"
"20200224";"50";"4"
"20200225";"140";"1"
"20200225";"77.8";"2"
"20200225";"420";"3"
"20200225";"0";"4"
"20200226";"140";"1"
"20200226";"267.7";"2"
"20200226";"870";"3"
"20200226";"249.31";"4"
"20200227";"0";"1"
"20200227";"438.36";"2"
"20200227";"590";"3"
"20200227";"210";"4"
"20200228";"90";"1"
"20200228";"109.59";"2"
"20200228";"1120";"3"
"20200228";"120";"4"
"20200229";"0";"1"
"20200229";"155.6";"2"
"20200229";"610";"3"
"20200229";"50";"4"
"20200230";"50";"1"
"20200230";"327.45";"2"
"20200230";"748.84";"3"
"20200230";"70";"4"
"20200231";"410";"1"
"20200231";"268.67";"2"
"20200231";"680";"3"
"20200231";"270.51";"4"
"20200232";"230";"1"
"20200232";"296.98";"2"
"20200232";"530";"3"
"20200232";"170";"4"
"20200233";"0";"1"
"20200233";"70.69";"2"
"20200233";"610";"3"
"20200233";"150";"4"
"20200234";"50";"1"
"20200234";"272.29";"2"
"20200234";"670";"3"
"20200234";"50";"4"
"20200235";"120";"1"
"20200235";"116.7";"2"
"20200235";"270";"3"
"20200235";"50";"4"
"20200236";"100";"1"
"20200236";"445.47";"2"
"20200236";"669.31";"3"
"20200236";"240";"4"
"20200237";"270";"1"
"20200237";"141.38";"2"
"20200237";"950";"3"
"20200237";"50";"4"
"20200238";"100";"1"
"20200238";"148.49";"2"
"20200238";"1109.31";"3"
"20200238";"120";"4"
"20200239";"109.31";"1"
"20200239";"141.38";"2"
"20200239";"559.31";"3"
"20200239";"0";"4"
"20200240";"50";"1"
"20200240";"77.8";"2"
"20200240";"490";"3"
"20200240";"150";"4"
"20200241";"140";"1"
"20200241";"231.31";"2"
"20200241";"820";"3"
"20200241";"50";"4"
"20200242";"50";"1"
"20200242";"80.31";"2"
"20200242";"880";"3"
"20200242";"50";"4"
"20200243";"150";"1"
"20200243";"77.8";"2"
"20200243";"620";"3"
"20200243";"90";"4"
"20200244";"90";"1"
"20200244";"70.69";"2"
"20200244";"830";"3"
"20200244";"0";"4"
"20200245";"70";"1"
"20200245";"375.97";"2"
"20200245";"300";"3"
"20200245";"50";"4"
"20200246";"150";"1"
"20200246";"0";"2"
"20200246";"890";"3"
"20200246";"150";"4"
"20200247";"430";"1"
"20200247";"180.28";"2"
"20200247";"579.31";"3"
"20200247";"140";"4"
"20200248";"19.31";"1"
"20200248";"219.9";"2"
"20200248";"820";"3"
"20200248";"150";"4"
"20200249";"0";"1"
"20200249";"158.11";"2"
"20200249";"240";"3"
"20200249";"50";"4"
"20210001";"0";"1"
"20210001";"431.25";"2"
"20210001";"988.62";"3"
"20210001";"240";"4"
"20210002";"90";"1"
"20210002";"59.9";"2"
"20210002";"630";"3"
"20210002";"140";"4"
"20210003";"70";"1"
"20210003";"38.9";"2"
"20210003";"850";"3"
"20210003";"100";"4"
"20210004";"90";"1"
"20210004";"253.48";"2"
"20210004";"1389.31";"3"
"20210004";"209.31";"4"
"20210005";"90";"1"
"20210005";"141.38";"2"
"20210005";"1170";"3"
"20210005";"100";"4"
"20210006";"0";"1"
"20210006";"180.28";"2"
"20210006";"548.62";"3"
"20210006";"250";"4"
"20210007";"0";"1"
"20210007";"77.8";"2"
"20210007";"880";"3"
"20210007";"50";"4"
"20210008";"50";"1"
"20210008";"259.27";"2"
"20210008";"460";"3"
"20210008";"120";"4"
"20210009";"330";"1"
"20210009";"414.39";"2"
"20210009";"870";"3"
"20210009";"160";"4"
"20210010";"340";"1"
"20210010";"281.59";"2"
"20210010";"750";"3"
"20210010";"139.31";"4"
"20210011";"140";"1"
"20210011";"346.98";"2"
"20210011";"1079.31";"3"
"20210011";"50";"4"
"20210012";"50";"1"
"20210012";"123.8";"2"
"20210012";"590";"3"
"20210012";"0";"4"
"20210013";"100";"1"
"20210013";"38.9";"2"
"20210013";"710";"3"
"20210013";"110";"4"
"20210014";"140";"1"
"20210014";"223.29";"2"
"20210014";"1100";"3"
"20210014";"0";"4"
"20210015";"0";"1"
"20210015";"431.97";"2"
"20210015";"249.31";"3"
"20210015";"70";"4"
"20210016";"50";"1"
"20210016";"265.19";"2"
"20210016";"639.31";"3"
"20210016";"90";"4"
"20210017";"190";"1"
"20210017";"130.59";"2"
"20210017";"360";"3"
"20210017";"100";"4"
"20210018";"0";"1"
"20210018";"101.16";"2"
"20210018";"680";"3"
"20210018";"150";"4"
"20210019";"309.31";"1"
"20210019";"342.98";"2"
"20210019";"940";"3"
"20210019";"140";"4"
"20210020";"140";"1"
"20210020";"309.11";"2"
"20210020";"980";"3"
"20210020";"230";"4"
"20210021";"140";"1"
"20210021";"377.29";"2"
"20210021";"989.31";"3"
"20210021";"150";"4"
"20210022";"50";"1"
"20210022";"119.21";"2"
"20210022";"650";"3"
"20210022";"100";"4"
"20210023";"100";"1"
"20210023";"281.86";"2"
"20210023";"382.43";"3"
"20210023";"100";"4"
"20210024";"100";"1"
"20210024";"477.26";"2"
"20210024";"1119.31";"3"
"20210024";"20";"4"
"20210025";"260";"1"
"20210025";"21";"2"
"20210025";"1080";"3"
"20210025";"190";"4"
"20210026";"190";"1"
"20210026";"38.9";"2"
"20210026";"1110";"3"
"20210026";"420";"4"
"20210027";"310";"1"
"20210027";"391.93";"2"
"20210027";"710";"3"
"20210027";"219.31";"4"
"20210028";"120";"1"
"20210028";"155.6";"2"
"20210028";"660";"3"
"20210028";"0";"4"
"20210029";"310";"1"
"20210029";"119.21";"2"
"20210029";"1300";"3"
"20210029";"0";"4"
"20210030";"89.31";"1"
"20210030";"109.59";"2"
"20210030";"960";"3"
"20210030";"100";"4"
"20210031";"0";"1"
"20210031";"267.7";"2"
"20210031";"850";"3"
"20210031";"0";"4"
"20210032";"120";"1"
"20210032";"339.36";"2"
"20210032";"1269.82";"3"
"20210032";"0";"4"
"20210033";"150";"1"
"20210033";"116.7";"2"
"20210033";"420";"3"
"20210033";"50";"4"
"20210034";"290";"1"
"20210034";"226.69";"2"
"20210034";"1299.31";"3"
"20210034";"0";"4"
"20210035";"0";"1"
"20210035";"268.67";"2"
"20210035";"1019.13";"3"
"20210035";"50";"4"
"20210036";"270";"1"
"20210036";"250.97";"2"
"20210036";"210";"3"
"20210036";"50";"4"
"20210037";"50";"1"
"20210037";"109.59";"2"
"20210037";"640";"3"
"20210037";"0";"4"
"20210038";"0";"1"
"20210038";"311.2";"2"
"20210038";"310";"3"
"20210038";"50";"4"
"20210039";"0";"1"
"20210039";"537.91";"2"
"20210039";"999.31";"3"
"20210039";"99.31";"4"
